what is the notable types of <e> 's profession	Vince_Bell	Creative_Work	__people__person__profession|__common__topic__notable_types	Vince_Bell##__people__person__profession##Songwriter##__common__topic__notable_types##Creative_Work
what is the teams of <e> 's nationality	Robert_Ménégoz	Strasbourg_IG|A1_Team_France	__people__person__nationality|__sports__sports_team_location__teams	Robert_Ménégoz##__people__person__nationality##France##__sports__sports_team_location__teams##Strasbourg_IG|Robert_Ménégoz##__people__person__nationality##France##__sports__sports_team_location__teams##A1_Team_France
what is the album of <e> 's artist	Ritmo_de_la_Noche	Elegant_Gypsy|This_Is_Jazz_31|He_&_Carmen|The_Rite_of_Strings|Anthology|All_Your_Life|World_Sinfonia|The_Guitar_Hero|The_Infinite_Desire|Acoustic_Anthology|Tirami_Su|Ritmo_de_la_Noche|The_Collection|Electric_Rendezvous|Casino|Winter_Nights|Vocal_Rendezvous|Revisited|Sunday_in_Boston|Kiss_My_Axe	__music__album__artist|__music__artist__album	Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Elegant_Gypsy|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##This_Is_Jazz_31|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##He_&_Carmen|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Rite_of_Strings|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##All_Your_Life|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##World_Sinfonia|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Guitar_Hero|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Infinite_Desire|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Acoustic_Anthology|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Tirami_Su|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Ritmo_de_la_Noche|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##The_Collection|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Electric_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Casino|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Winter_Nights|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Vocal_Rendezvous|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Revisited|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Sunday_in_Boston|Ritmo_de_la_Noche##__music__album__artist##Al_Di_Meola##__music__artist__album##Kiss_My_Axe
what is the <e> 's versions 's versions	Day_of_the_Dead	Day_of_the_Dead	__music__single__versions|__music__single__versions	Day_of_the_Dead##__music__single__versions##Day_of_the_Dead##__music__single__versions##Day_of_the_Dead
what is the <e> 's nationality 's song	Bi_Hui_Fu	China	__people__person__nationality|__music__recording__song	Bi_Hui_Fu##__people__person__nationality##China##__music__recording__song##China
what is the <e> 's song 's song	Juneau	Juneau	__music__recording__song|__music__recording__song	Juneau##__music__recording__song##Juneau##__music__recording__song##Juneau
what is the <e> 's recording 's recording	Telephone	Telephone	__music__release_track__recording|__music__release_track__recording	Telephone##__music__release_track__recording##Telephone##__music__release_track__recording##Telephone
what is the <e> 's nationality 's teams	Michel_Vautrot	Strasbourg_IG|A1_Team_France	__people__person__nationality|__sports__sports_team_location__teams	Michel_Vautrot##__people__person__nationality##France##__sports__sports_team_location__teams##Strasbourg_IG|Michel_Vautrot##__people__person__nationality##France##__sports__sports_team_location__teams##A1_Team_France
what is the recordings of <e> 's recordings	Hard_Times	Hard_Times_(live)|Hard_Times	__music__composition__recordings|__music__composition__recordings	Hard_Times##__music__composition__recordings##Hard_Times##__music__composition__recordings##Hard_Times_(live)|Hard_Times##__music__composition__recordings##Hard_Times##__music__composition__recordings##Hard_Times
what is the release of <e> 's artist	Like_a_Prayer	House_of_Insanity	__music__recording__artist|__music__release_track__release	Like_a_Prayer##__music__recording__artist##Madonna##__music__release_track__release##House_of_Insanity
what is the tracks of <e> 's place of birth	Matthieu_Galey	Paris	__people__person__place_of_birth|__music__recording__tracks	Matthieu_Galey##__people__person__place_of_birth##Paris##__music__recording__tracks##Paris
what is the people born here of <e> 's containedby	Brahmakulam	Suma_Kanakala|Roysten_Abel|R._Sugathan|K._M._Cherian|Rishi|T._M._Jacob|N.P._Prakash|Sangeeth_Sivan|Shyamaprasad|Tapovan_Maharaj|Bhagyalakshmi|Aparna_Nair|Kannam_Kulam_Abdulla|M._N._Vijayan|A._Ayyappan|Rajan_Pillai|Wahid_Sali|Prakash_Bobby|K_Hari_Kumar|Sunny_Joseph|C._N._Balakrishnan|Usharani_Nair|Preethi_Nair|Shashi_Warrier|Venu_Nair|Nimisha_Suresh|Eknath_Easwaran|Sohan_Roy|V._M._Sudheeran|Jeet_Thayil|C.K._Vineeth|Suma_Josson|Joseph_Mundassery|Sathaar|K._V._Simon|Sudheesh|Suresh_Balaje|Sibi_K._Thomas|Helen_Mary|Ali_Akbar|Rajeev_Sreenivasa|Theresa_Setlur|Mor_Severios|Kalpana|Lalu_KV|Anusree|N._R._Pillai|Vellapally_Natesan|Rekha_Mallick|V._K._N.|Tom_George|P._Vasu	__location__location__containedby|__location__location__people_born_here	Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Kanakala|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Roysten_Abel|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##R._Sugathan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._M._Cherian|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rishi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##T._M._Jacob|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N.P._Prakash|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sangeeth_Sivan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shyamaprasad|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tapovan_Maharaj|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Bhagyalakshmi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Aparna_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kannam_Kulam_Abdulla|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##M._N._Vijayan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##A._Ayyappan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajan_Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Wahid_Sali|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Prakash_Bobby|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K_Hari_Kumar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sunny_Joseph|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C._N._Balakrishnan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Usharani_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Preethi_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shashi_Warrier|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Venu_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Nimisha_Suresh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Eknath_Easwaran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sohan_Roy|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._M._Sudheeran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Jeet_Thayil|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C.K._Vineeth|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Josson|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Joseph_Mundassery|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sathaar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._V._Simon|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sudheesh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suresh_Balaje|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sibi_K._Thomas|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Helen_Mary|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Ali_Akbar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajeev_Sreenivasa|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Theresa_Setlur|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Mor_Severios|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kalpana|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Lalu_KV|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Anusree|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N._R._Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Vellapally_Natesan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rekha_Mallick|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._K._N.|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tom_George|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##P._Vasu
what is the <e> 's label 's releases	Phil_Lanzon	Fanatic|Sketches_of_Spain|Trio_of_Doom|Thrust|Mr._Gone|Head_Hunters|Birds_of_Fire	__music__artist__label|__music__record_label__releases	Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Fanatic|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Sketches_of_Spain|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Trio_of_Doom|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Thrust|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Mr._Gone|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Head_Hunters|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Birds_of_Fire
what is the <e> 's track 's release	Lonely_House	The_Breakout_Trilogy|Greatest_Hits	__music__release__track|__music__release_track__release	Lonely_House##__music__release__track##Believe##__music__release_track__release##The_Breakout_Trilogy|Lonely_House##__music__release__track##Believe##__music__release_track__release##Greatest_Hits
what is the <e> 's recording 's recording	Always	Always	__music__release_track__recording|__music__release_track__recording	Always##__music__release_track__recording##Always##__music__release_track__recording##Always
what is the <e> 's song 's recording	Amsterdam	Amsterdam	__music__recording__song|__music__release_track__recording	Amsterdam##__music__recording__song##Amsterdam##__music__release_track__recording##Amsterdam
what is the <e> 's lyricist 's label	Hard_Headed_Woman	Specialty_Records|King_Records|Atlantic_Records|Chess_Records|Ace_Records	__music__composition__lyricist|__music__artist__label	Hard_Headed_Woman##__music__composition__lyricist##John_Lee_Hooker##__music__artist__label##Specialty_Records|Hard_Headed_Woman##__music__composition__lyricist##John_Lee_Hooker##__music__artist__label##King_Records|Hard_Headed_Woman##__music__composition__lyricist##John_Lee_Hooker##__music__artist__label##Atlantic_Records|Hard_Headed_Woman##__music__composition__lyricist##John_Lee_Hooker##__music__artist__label##Chess_Records|Hard_Headed_Woman##__music__composition__lyricist##John_Lee_Hooker##__music__artist__label##Ace_Records
what is the people born here of <e> 's containedby	Brahmakulam	Suma_Kanakala|Roysten_Abel|R._Sugathan|K._M._Cherian|Rishi|T._M._Jacob|N.P._Prakash|Sangeeth_Sivan|Shyamaprasad|Tapovan_Maharaj|Bhagyalakshmi|Aparna_Nair|Kannam_Kulam_Abdulla|M._N._Vijayan|A._Ayyappan|Rajan_Pillai|Wahid_Sali|Prakash_Bobby|K_Hari_Kumar|Sunny_Joseph|C._N._Balakrishnan|Usharani_Nair|Preethi_Nair|Shashi_Warrier|Venu_Nair|Nimisha_Suresh|Eknath_Easwaran|Sohan_Roy|V._M._Sudheeran|Jeet_Thayil|C.K._Vineeth|Suma_Josson|Joseph_Mundassery|Sathaar|K._V._Simon|Sudheesh|Suresh_Balaje|Sibi_K._Thomas|Helen_Mary|Ali_Akbar|Rajeev_Sreenivasa|Theresa_Setlur|Mor_Severios|Kalpana|Lalu_KV|Anusree|N._R._Pillai|Vellapally_Natesan|Rekha_Mallick|V._K._N.|Tom_George|P._Vasu	__location__location__containedby|__location__location__people_born_here	Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Kanakala|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Roysten_Abel|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##R._Sugathan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._M._Cherian|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rishi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##T._M._Jacob|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N.P._Prakash|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sangeeth_Sivan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shyamaprasad|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tapovan_Maharaj|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Bhagyalakshmi|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Aparna_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kannam_Kulam_Abdulla|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##M._N._Vijayan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##A._Ayyappan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajan_Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Wahid_Sali|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Prakash_Bobby|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K_Hari_Kumar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sunny_Joseph|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C._N._Balakrishnan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Usharani_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Preethi_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Shashi_Warrier|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Venu_Nair|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Nimisha_Suresh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Eknath_Easwaran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sohan_Roy|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._M._Sudheeran|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Jeet_Thayil|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##C.K._Vineeth|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suma_Josson|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Joseph_Mundassery|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sathaar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##K._V._Simon|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sudheesh|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Suresh_Balaje|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Sibi_K._Thomas|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Helen_Mary|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Ali_Akbar|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rajeev_Sreenivasa|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Theresa_Setlur|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Mor_Severios|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Kalpana|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Lalu_KV|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Anusree|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##N._R._Pillai|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Vellapally_Natesan|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Rekha_Mallick|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##V._K._N.|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##Tom_George|Brahmakulam##__location__location__containedby##Kerala##__location__location__people_born_here##P._Vasu
what is the album content type of <e> 's release	Believe	Compilation_album	__music__release_track__release|__music__album__album_content_type	Believe##__music__release_track__release##Greatest_Hits##__music__album__album_content_type##Compilation_album
what is the <e> 's tracks 's tracks	Earth	Earth	__music__recording__tracks|__music__recording__tracks	Earth##__music__recording__tracks##Earth##__music__recording__tracks##Earth
what is the <e> 's tracks 's notable types	Kim	Film_character	__music__recording__tracks|__common__topic__notable_types	Kim##__music__recording__tracks##Kim##__common__topic__notable_types##Film_character
what is the <e> 's releases 's releases	Utah	Utah	__music__album__releases|__music__album__releases	Utah##__music__album__releases##Utah##__music__album__releases##Utah
what is the tracks of <e> 's nationality	Humberto_Moreira	Mexico	__people__person__nationality|__music__recording__tracks	Humberto_Moreira##__people__person__nationality##Mexico##__music__recording__tracks##Mexico
what is the series of <e> 's episodes directed	Robert_Iscove	L.A._Doctors	__tv__tv_director__episodes_directed|__tv__tv_series_episode__series	Robert_Iscove##__tv__tv_director__episodes_directed##Pilot##__tv__tv_series_episode__series##L.A._Doctors
what is the is reviewed of <e> 's artist	Nicole	Gender|Date_of_birth	__music__recording__artist|__freebase__valuenotation__is_reviewed	Nicole##__music__recording__artist##Michel_Legrand##__freebase__valuenotation__is_reviewed##Gender|Nicole##__music__recording__artist##Michel_Legrand##__freebase__valuenotation__is_reviewed##Date_of_birth
what is the releases of <e> 's label	Phil_Lanzon	Fanatic|Sketches_of_Spain|Trio_of_Doom|Thrust|Mr._Gone|Head_Hunters|Birds_of_Fire	__music__artist__label|__music__record_label__releases	Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Fanatic|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Sketches_of_Spain|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Trio_of_Doom|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Thrust|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Mr._Gone|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Head_Hunters|Phil_Lanzon##__music__artist__label##Legacy_Recordings##__music__record_label__releases##Birds_of_Fire
what is the <e> 's place of birth 's canonical version	Javier_Robles	Buenos_Aires	__people__person__place_of_birth|__music__recording__canonical_version	Javier_Robles##__people__person__place_of_birth##Buenos_Aires##__music__recording__canonical_version##Buenos_Aires
what is the <e> 's nationality 's contains	Mátyás_Rákosi	Bohemia|Adamov|Miskolc|Prague|Kingdom_of_Hungary|Kraków	__people__person__nationality|__location__location__contains	Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Bohemia|Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Adamov|Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Miskolc|Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Prague|Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kingdom_of_Hungary|Mátyás_Rákosi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kraków
what is the <e> 's place of birth 's teams	Philippe_Gaumont	Strasbourg_IG|A1_Team_France	__people__person__place_of_birth|__sports__sports_team_location__teams	Philippe_Gaumont##__people__person__place_of_birth##France##__sports__sports_team_location__teams##Strasbourg_IG|Philippe_Gaumont##__people__person__place_of_birth##France##__sports__sports_team_location__teams##A1_Team_France
what is the teams of <e> 's subjects	Grey_Eminence	Strasbourg_IG|A1_Team_France	__book__written_work__subjects|__sports__sports_team_location__teams	Grey_Eminence##__book__written_work__subjects##France##__sports__sports_team_location__teams##Strasbourg_IG|Grey_Eminence##__book__written_work__subjects##France##__sports__sports_team_location__teams##A1_Team_France
what is the <e> 's tracks 's tracks	Caruso	Caruso	__music__recording__tracks|__music__recording__tracks	Caruso##__music__recording__tracks##Caruso##__music__recording__tracks##Caruso
what is the recording of <e> 's recording	New_York_City	New_York_City	__music__release_track__recording|__music__release_track__recording	New_York_City##__music__release_track__recording##New_York_City##__music__release_track__recording##New_York_City
what is the release type of <e> 's release	Believe	Album	__music__release_track__release|__music__album__release_type	Believe##__music__release_track__release##Greatest_Hits##__music__album__release_type##Album
what is the canonical version of <e> 's album	Bewitched	Bewitched	__music__release__album|__music__recording__canonical_version	Bewitched##__music__release__album##Bewitched##__music__recording__canonical_version##Bewitched
what is the <e> 's versions 's versions	Solstice	Solstice|Solstice_(T4L_Remix)|Solstice_(original)	__music__single__versions|__music__single__versions	Solstice##__music__single__versions##Solstice##__music__single__versions##Solstice|Solstice##__music__single__versions##Solstice##__music__single__versions##Solstice_(T4L_Remix)|Solstice##__music__single__versions##Solstice##__music__single__versions##Solstice_(original)
what is the <e> 's place of birth 's notable types	Devin_Maurer	City_Town_Village	__people__person__place_of_birth|__common__topic__notable_types	Devin_Maurer##__people__person__place_of_birth##Richmond##__common__topic__notable_types##City_Town_Village
what is the tracks of <e> 's tracks	Always	Always	__music__recording__tracks|__music__recording__tracks	Always##__music__recording__tracks##Always##__music__recording__tracks##Always
what is the parents of <e> 's award nominations	Spider-Man_2	Leonard_Ronald_Raimi|Celia_Barbara_Abrams	__award__award_nominee__award_nominations|__people__person__parents	Spider-Man_2##__award__award_nominee__award_nominations##Sam_Raimi##__people__person__parents##Leonard_Ronald_Raimi|Spider-Man_2##__award__award_nominee__award_nominations##Sam_Raimi##__people__person__parents##Celia_Barbara_Abrams
what is the <e> 's organism type 's works	Hurry_to_Market	Black_Beauty|Horse_Anatomy|Sidesaddle|Reining_in	__biology__organism__organism_type|__book__book_subject__works	Hurry_to_Market##__biology__organism__organism_type##Horse##__book__book_subject__works##Black_Beauty|Hurry_to_Market##__biology__organism__organism_type##Horse##__book__book_subject__works##Horse_Anatomy|Hurry_to_Market##__biology__organism__organism_type##Horse##__book__book_subject__works##Sidesaddle|Hurry_to_Market##__biology__organism__organism_type##Horse##__book__book_subject__works##Reining_in
what is the tracks of <e> 's place of birth	Richard_Williams	Toronto	__people__person__place_of_birth|__music__recording__tracks	Richard_Williams##__people__person__place_of_birth##Toronto##__music__recording__tracks##Toronto
what is the versions of <e> 's recording	Twilight	Twilight	__music__release_track__recording|__music__single__versions	Twilight##__music__release_track__recording##Twilight##__music__single__versions##Twilight
what is the release of <e> 's release	Aurora	Aurora	__music__release_track__release|__music__release_track__release	Aurora##__music__release_track__release##Aurora##__music__release_track__release##Aurora
what is the <e> 's nationality 's tracks	Gloria_Marín	Mexico	__people__person__nationality|__music__recording__tracks	Gloria_Marín##__people__person__nationality##Mexico##__music__recording__tracks##Mexico
what is the <e> 's release 's track	Believe	I_Miss_You|All_the_Small_Things	__music__release_track__release|__music__release__track	Believe##__music__release_track__release##Greatest_Hits##__music__release__track##I_Miss_You|Believe##__music__release_track__release##Greatest_Hits##__music__release__track##All_the_Small_Things
what is the <e> 's related type 's related type	Language	Language	__freebase__query_hints__related_type|__freebase__query_hints__related_type	Language##__freebase__query_hints__related_type##Language##__freebase__query_hints__related_type##Language
what is the <e> 's recording 's recording	Fantasy	Fantasy	__music__release_track__recording|__music__release_track__recording	Fantasy##__music__release_track__recording##Fantasy##__music__release_track__recording##Fantasy
what is the <e> 's region 's tracks	Transmission_in_Time	Earth	__music__release__region|__music__recording__tracks	Transmission_in_Time##__music__release__region##Earth##__music__recording__tracks##Earth
what is the is reviewed of <e> 's artist	Nicole	Gender|Date_of_birth	__music__recording__artist|__freebase__valuenotation__is_reviewed	Nicole##__music__recording__artist##Michel_Legrand##__freebase__valuenotation__is_reviewed##Gender|Nicole##__music__recording__artist##Michel_Legrand##__freebase__valuenotation__is_reviewed##Date_of_birth
what is the art form of <e> 's place of birth	Sitara_Achakzai	Photography	__people__person__place_of_birth|__visual_art__artwork__art_form	Sitara_Achakzai##__people__person__place_of_birth##Afghanistan##__visual_art__artwork__art_form##Photography
what is the recording of <e> 's recording	Count_on_Me	Count_on_Me	__music__release_track__recording|__music__release_track__recording	Count_on_Me##__music__release_track__recording##Count_on_Me##__music__release_track__recording##Count_on_Me
what is the <e> 's album 's country	Hollywood	India	__music__release__album|__film__film__country	Hollywood##__music__release__album##Hollywood##__film__film__country##India
what is the <e> 's containedby 's notable types	Cherry_Lake	Film_character	__location__location__containedby|__common__topic__notable_types	Cherry_Lake##__location__location__containedby##Victoria##__common__topic__notable_types##Film_character
what is the <e> 's nationality 's contains	Gyula_Zilahi	Bohemia|Adamov|Miskolc|Prague|Kingdom_of_Hungary|Kraków	__people__person__nationality|__location__location__contains	Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Bohemia|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Adamov|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Miskolc|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Prague|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kingdom_of_Hungary|Gyula_Zilahi##__people__person__nationality##Austria-Hungary##__location__location__contains##Kraków
what is the place of <e> 's place	Turkey	Turkey	__location__hud_county_place__place|__location__hud_county_place__place	Turkey##__location__hud_county_place__place##Turkey##__location__hud_county_place__place##Turkey
what is the <e> 's recording 's recording	Africa	Africa	__music__release_track__recording|__music__release_track__recording	Africa##__music__release_track__recording##Africa##__music__release_track__recording##Africa
what is the <e> 's place 's place	Nazareth	Nazareth	__location__hud_county_place__place|__location__hud_county_place__place	Nazareth##__location__hud_county_place__place##Nazareth##__location__hud_county_place__place##Nazareth
what is the <e> 's tracks 's tracks	Daybreak	Daybreak	__music__recording__tracks|__music__recording__tracks	Daybreak##__music__recording__tracks##Daybreak##__music__recording__tracks##Daybreak
